x,y
-79.72895246913579,43.07960547839507
-79.16879691358024,43.84398441358025
-79.76562932098764,43.21214228395062
-79.57113086419753,43.90983603395062
-79.3149486111111,43.95623780864198
-79.74590162037036,43.69171990740741
-79.22158935185185,43.66865794753087
-79.38580162037036,43.60586273148149
-79.99791604938271,43.07210339506173
-79.67671574074073,43.046818595679014
-79.9540149691358,43.12795223765433
-79.65198665123457,43.269658256172846
-79.98707970679011,43.71950540123457
-79.98207831790123,43.08460686728395
-79.15018063271604,43.3816337962963
-79.66449012345679,43.606974151234574
-79.14212283950616,43.88093912037037
-79.89177546296295,43.75729367283951
-79.70116697530864,43.76090578703704
-79.35051404320987,43.3796888117284
-79.47110308641975,43.30050015432099
-79.58446790123456,43.05682137345679
-79.15573773148147,43.39191442901235
-79.37024174382715,43.90677962962963
-79.34356766975309,43.510280632716054
-79.36357322530863,43.75062515432099
-79.92984158950617,43.03153657407408
-79.70811334876542,43.858155015432104
-79.39802723765432,43.013476003086424
-79.19824953703703,43.70144483024691
-79.65837731481481,43.59974992283951
-79.35857183641974,43.41580995370371
-79.90733533950616,43.623089737654325
-79.08766327160492,43.590858564814816
-79.55807168209876,43.013198148148156
-79.05654351851851,43.145179243827165
-79.04015007716049,43.81564320987655
-79.61781049382715,43.37885524691358
-79.98124475308641,43.21992222222222
-79.42108919753086,43.459155324074075
-79.20658518518518,43.27993888888889
-79.46193387345679,43.11656018518519
-79.31244791666666,43.280772453703705
-79.65698804012345,43.81369822530864
-79.64559598765432,43.850930787037036
-79.54918032407407,43.89816612654321
-79.73701026234568,43.73951095679013
-79.72756319444444,43.27438179012346
-79.31467075617283,43.5919699845679
-79.25298695987654,43.132675771604944
-79.73839953703703,43.223256481481485
-79.47527091049382,43.64670740740741
-79.24381774691358,43.628646836419755
-79.9990274691358,43.70172268518519
-79.11517091049382,43.3288413580247
-79.48638510802468,43.99069182098766
-79.8414837191358,43.47110308641976
-79.19102530864197,43.43248125
-79.73728811728394,43.607807716049386
-79.11711589506172,43.65226450617284
-79.74729089506172,43.249374845679014
-79.56751874999999,43.80758541666667
-79.85926643518518,43.480550154320994
-79.55584884259258,43.42442345679013
-79.92539591049382,43.45887746913581
-79.34662407407407,43.985412577160496
-79.1251736882716,43.58391219135803
-79.5508474537037,43.30411226851852
-79.48416226851852,43.13239791666667
-79.09738819444443,43.24103919753087
-79.80008333333333,43.41053070987655
-79.86093356481481,43.20991944444445
-79.69644344135801,43.179355401234574
-79.2171436728395,43.76451790123457
-79.87649344135802,43.10461242283951
-79.38274521604937,43.6311475308642
-79.85482075617283,43.439149768518526
-79.85204220679012,43.457210339506176
-79.51833842592592,43.593359259259266
-79.13323148148147,43.05959992283951
-79.51722700617283,43.49444290123457
-79.11767160493827,43.29688804012346
-79.21353155864196,43.971241975308644
-79.76257291666666,43.31883858024692
-79.85787716049383,43.82647955246914
-79.51611558641974,43.946790740740745
-79.5019449845679,43.73562098765432
-79.9090024691358,43.94373433641976
-79.26076689814813,43.40636288580247
-79.8717699074074,43.47749375
-79.00736319444444,43.98874683641976
-79.20519591049381,43.89066404320988
-79.33384274691358,43.33550987654321
-79.41219783950616,43.85954429012346
-79.41497638888887,43.64531813271605
-79.7945262345679,43.75896080246914
-79.12100586419753,43.97874405864198
-79.05126427469135,43.67949429012346
-79.96985270061728,43.85648788580247
-79.58641288580246,43.93928865740741
-79.22214506172838,43.89205331790124
-79.01125316358024,43.75618225308642
-79.52111697530863,43.239372067901236
-79.15462631172839,43.54195609567902
-79.05432067901233,43.87454845679012
-79.5566824074074,43.26410115740741
-79.56279521604938,43.7564601080247
-79.01542098765431,43.67671574074075
-79.88760763888888,43.43025841049383
-79.87010277777777,43.79674907407408
-79.40525146604938,43.12489583333334
-79.66754652777777,43.14795779320988
-79.34773549382716,43.67838287037037
-79.26493472222221,43.77257569444445
-79.99013611111111,43.102111728395066
-79.2513198302469,43.84398441358025
-79.19686026234567,43.41580995370371
-79.49249791666666,43.34190054012346
-79.97929976851852,43.41303140432099
-79.33523202160492,43.29522091049383
-79.48638510802468,43.98596828703704
-79.61253124999999,43.67949429012346
-79.2279800154321,43.810641820987655
-79.1829675154321,43.44442901234568
-79.5919699845679,43.59502638888889
-79.48888580246913,43.96401774691358
-79.32800779320986,43.667824382716056
-79.30439012345678,43.80397330246914
-79.28938595679011,43.746179475308644
-79.06571273148147,43.82147816358025
-79.33828842592592,43.21631010802469
-79.72283966049382,43.30605725308642
-79.74701304012345,43.18241180555556
-79.07682692901234,43.77785493827161
-79.43748263888888,43.82703526234568
-79.98485686728395,43.3463462191358
-79.77368711419753,43.085996141975315
-79.77535424382715,43.61892191358025
-79.05793279320987,43.39219228395062
-79.09711033950616,43.4491525462963
-79.05293140432097,43.69060848765432
-79.05237569444444,43.790080555555555
-79.7278410493827,43.631981095679016
-79.70227839506173,43.24409560185185
-79.42886913580246,43.38302307098766
-79.6936648919753,43.50861350308642
-79.17046404320986,43.571130864197535
-79.4305362654321,43.9178938271605
-79.13878858024691,43.89177546296297
-79.4783273148148,43.21575439814815
-79.3080022376543,43.70366766975309
-79.32884135802469,43.134342901234575
-79.33023063271604,43.177410416666675
-79.86093356481481,43.77313140432099
-79.76396219135802,43.015143132716055
-79.45248680555555,43.10294529320988
-79.00819675925925,43.88038341049383
-79.60475131172839,43.88038341049383
-79.80147260802468,43.75784938271605
-79.40719645061728,43.06821342592593
-79.97763263888888,43.37996666666667
-79.98541257716049,43.27743819444445
-79.57279799382715,43.22742430555556
-79.7984162037037,43.675326466049384
-79.09794390432099,43.154070601851856
-79.32884135802469,43.04876358024692
-79.58335648148147,43.33245347222223
-79.92706304012346,43.62086689814815
-79.36774104938272,43.09544320987655
-79.72561820987654,43.00903032407408
-79.78035563271604,43.22103364197531
-79.15101419753086,43.57196442901235
-79.28688526234568,43.5597388117284
-79.58030007716049,43.08405115740741
-79.05293140432097,43.4677688271605
-79.42914699074073,43.80953040123457
-79.73562098765431,43.798138348765434
-79.10100030864197,43.20769660493828
-78.9998611111111,43.92511805555556
-79.29272021604937,43.40108364197531
-79.249374845679,43.12072800925927
-79.63642677469136,43.61753263888889
-79.99152538580246,43.30689081790124
-79.32634066358024,43.453598225308646
-79.75118086419752,43.034037268518524
-79.96235061728395,43.42914699074075
-79.68894135802468,43.10878024691358
-79.48305084876543,43.941511496913584
-79.9265073302469,43.59585995370371
-79.94679074074074,43.03681581790124
-79.41025285493826,43.4305362654321
-79.3482912037037,43.326340663580254
-79.16879691358024,43.73006388888889
-79.7231175154321,43.62392330246914
-79.4010836419753,43.90150038580247
-79.58557932098765,43.654765200617284
-79.1829675154321,43.66838009259259
-79.65921087962963,43.45081967592593
-79.2621561728395,43.95984992283951
-79.94012222222221,43.780911342592596
-79.45637677469135,43.22464575617284
-79.02014452160493,43.91483742283951
-79.52500694444444,43.67199220679013
-79.6183662037037,43.64170601851852
-79.29216450617284,43.5166712962963
-79.00652962962963,43.87704915123457
-79.1046124228395,43.27577106481482
-79.0704362654321,43.35218117283951
-79.74756875,43.18574606481482
-79.94401219135801,43.907613194444444
-79.36440679012345,43.79952762345679
-79.33884413580246,43.30327870370371
-79.5097249228395,43.93456512345679
-79.39941651234567,43.259933333333336
-79.39802723765432,43.8317587962963
-79.88205054012346,43.54973603395062
-79.82314529320988,43.20575162037037
-79.98318973765431,43.875937731481486
-79.53500972222221,43.074326234567906
-79.72450679012346,43.38135594135803
-79.7650736111111,43.80980825617284
-79.17324259259259,43.99736033950617
-79.53167546296295,43.32467353395062
-79.50444567901233,43.05320925925926
-79.74673518518517,43.7564601080247
-79.22547932098765,43.0440400462963
-79.08460686728394,43.541678240740744
-79.62142260802469,43.063767746913584
-79.31439290123456,43.511947762345685
-79.69588773148148,43.68477353395062
-79.86760208333332,43.78952484567902
-79.23325925925926,43.4247013117284
-79.11961658950617,43.409975
-79.94762430555555,43.20741875
-79.29577662037036,43.740622376543215
-79.78952484567901,43.50138927469136
-79.15490416666665,43.48999722222223
-79.02570162037036,43.67060293209877
-79.47582662037037,43.54667962962964
-79.45248680555555,43.506668518518524
-79.6242011574074,43.97929976851852
-79.92317307098764,43.21658796296297
-79.42275632716049,43.65782160493828
-79.7964712191358,43.62364544753087
-79.59502638888888,43.078771913580255
-79.76868572530864,43.32439567901235
-79.2738260802469,43.93651010802469
-79.85065293209875,43.81175324074074
-79.72617391975308,43.505557098765436
-79.38691304012345,43.52195054012346
-79.06682415123456,43.93095300925926
-79.9148374228395,43.942345061728396
-79.5919699845679,43.84231728395062
-79.38191165123456,43.17824398148149
-79.59474853395061,43.16824120370371
-79.18380108024691,43.81175324074074
-79.47693804012344,43.90844675925926
-79.48388441358024,43.66921365740741
-79.62642399691357,43.283273148148155
-79.7083912037037,43.36885246913581
-79.73256458333333,43.650875231481486
-79.14406782407407,43.11683804012346
-79.65698804012345,43.8601
-79.82453456790122,43.14240069444445
-79.67060293209876,43.46332314814815
-79.46110030864197,43.12850794753087
-79.98707970679011,43.79035841049383
-79.5186162808642,43.32300640432099
-79.88816334876543,43.02875802469136
-79.70616836419752,43.267991126543215
-79.92067237654321,43.513892746913584
