1.238497018814086914e+00,-1.081324815750122070e+00,-1.046739578247070312e+00
1.635332822799682617e+00,-1.451113700866699219e+00,1.892540454864501953e+00
2.052831649780273438e-01,-1.481184959411621094e-01,5.342793464660644531e-02
1.808941125869750977e+00,-7.983424663543701172e-01,6.282534599304199219e-01
-1.657540559768676758e+00,-1.328405141830444336e+00,-9.536483287811279297e-01
-1.022782802581787109e+00,5.056145191192626953e-01,-8.994729518890380859e-01
-1.240537643432617188e+00,-1.323692798614501953e+00,1.096516847610473633e+00
1.174380064010620117e+00,5.365624427795410156e-01,-8.829987049102783203e-01
1.751288175582885742e+00,-1.154967069625854492e+00,1.780453920364379883e+00
-3.834340572357177734e-01,-1.649681806564331055e+00,9.985656738281250000e-01
-4.420154094696044922e-01,-7.843613624572753906e-01,-1.570221900939941406e+00
1.967086553573608398e+00,-1.526521921157836914e+00,-1.581770420074462891e+00
-6.492087841033935547e-01,1.294605731964111328e+00,-2.546982765197753906e-01
-2.232596874237060547e-01,-1.460825920104980469e+00,1.985769271850585938e-01
2.077841758728027344e-02,1.538380622863769531e+00,-1.555308341979980469e+00
-1.543835639953613281e+00,-1.970741510391235352e+00,-5.796031951904296875e-01
-1.413415670394897461e+00,2.545180320739746094e-01,-1.978090047836303711e+00
1.397485733032226562e-01,-1.586156606674194336e+00,5.825016498565673828e-01
1.933096170425415039e+00,-3.935499191284179688e-01,3.754308223724365234e-01
1.693074703216552734e-01,1.664027929306030273e+00,-2.905080318450927734e-01
-5.484342575073242188e-03,-1.412957429885864258e+00,1.832853555679321289e+00
-1.042623758316040039e+00,-3.746731281280517578e-01,1.629889011383056641e+00
5.663375854492187500e-01,-4.187774658203125000e-02,4.988956451416015625e-02
-9.806478023529052734e-01,-1.331556558609008789e+00,1.784480333328247070e+00
-1.349512100219726562e+00,-1.458816766738891602e+00,-6.725730895996093750e-01
1.483806371688842773e+00,-1.806075811386108398e+00,1.982381582260131836e+00
1.642282009124755859e-01,1.355339765548706055e+00,-1.762418985366821289e+00
1.446033239364624023e+00,1.342695713043212891e+00,-1.471587181091308594e+00
3.507862091064453125e-01,1.835146665573120117e+00,-8.784584999084472656e-01
-1.673152446746826172e+00,9.877581596374511719e-01,-4.295239448547363281e-01
-8.243141174316406250e-01,1.021272420883178711e+00,1.834311723709106445e+00
-1.265423297882080078e-01,1.310621261596679688e+00,-1.358490228652954102e+00
5.543901920318603516e-01,-1.901078224182128906e-01,-1.415376663208007812e-01
1.822608470916748047e+00,-3.428070545196533203e-01,-1.060205936431884766e+00
4.466283321380615234e-01,1.628211259841918945e+00,-1.569689273834228516e+00
3.723859786987304688e-01,1.548235416412353516e+00,-1.820159912109375000e+00
-1.317016601562500000e+00,1.933457612991333008e+00,-6.395175457000732422e-01
-1.953363418579101562e+00,6.670522689819335938e-01,8.956062793731689453e-01
-1.032661437988281250e+00,-9.914209842681884766e-01,-1.323627233505249023e+00
-1.296971321105957031e+00,-8.076112270355224609e-01,-9.223413467407226562e-01
1.030545234680175781e-01,5.554604530334472656e-02,-8.483915328979492188e-01
-1.212990999221801758e+00,1.744277000427246094e+00,1.282371282577514648e+00
-9.272725582122802734e-01,-6.217477321624755859e-01,1.859108686447143555e+00
-1.407093763351440430e+00,1.145481586456298828e+00,1.424150228500366211e+00
1.979019641876220703e+00,-1.225677490234375000e+00,7.319023609161376953e-01
-1.163120746612548828e+00,8.988091945648193359e-01,-1.375983715057373047e+00
4.289398193359375000e-01,-1.951582908630371094e+00,1.309349775314331055e+00
1.408719062805175781e+00,3.006711006164550781e-01,-1.990784168243408203e+00
-5.474209785461425781e-01,-1.252490758895874023e+00,-1.751652479171752930e+00
-4.619774818420410156e-01,-1.730790138244628906e-01,1.909468412399291992e+00
-1.139983892440795898e+00,-1.055126667022705078e+00,-1.655119180679321289e+00
2.830588817596435547e-01,-8.752980232238769531e-01,-1.210226058959960938e+00
