-1.006198883056640625e+00,8.789763450622558594e-01,9.973754882812500000e-01
6.128613948822021484e-01,9.480917453765869141e-01,1.763694524765014648e+00
7.407341003417968750e-01,-1.156723022460937500e+00,-6.776344776153564453e-02
-1.336747646331787109e+00,-1.397845506668090820e+00,-7.521884441375732422e-01
1.020378828048706055e+00,1.731535911560058594e+00,-1.991997361183166504e+00
1.795921087265014648e+00,-1.541818976402282715e+00,-2.220171689987182617e-01
-9.672361612319946289e-01,-1.808043360710144043e+00,-4.348114728927612305e-01
1.367166757583618164e+00,8.777630329132080078e-01,1.683729171752929688e+00
2.825260162353515625e-04,4.434776306152343750e-01,-1.140953063964843750e+00
3.825380802154541016e-01,8.659958839416503906e-01,1.919841051101684570e+00
-1.909258246421813965e+00,-6.620197296142578125e-01,9.460687637329101562e-01
-1.839987039566040039e+00,1.800886631011962891e+00,3.715496063232421875e-01
-1.458199501037597656e+00,7.559239864349365234e-01,2.971670627593994141e-01
7.849781513214111328e-01,7.848610877990722656e-01,5.453267097473144531e-01
-1.086898088455200195e+00,-1.463230371475219727e+00,-1.332538127899169922e-01
-6.774098873138427734e-01,-1.670902967453002930e-01,1.681691169738769531e+00
-1.300667047500610352e+00,2.950656414031982422e-01,-1.268471121788024902e+00
8.696727752685546875e-01,1.492027282714843750e+00,-1.295297622680664062e+00
-3.535633087158203125e-01,-7.997035980224609375e-02,7.389438152313232422e-01
-3.368737697601318359e-01,-1.040519475936889648e+00,-1.531716346740722656e+00
-1.595746278762817383e+00,1.255563259124755859e+00,1.313445568084716797e+00
1.493352174758911133e+00,-8.362956047058105469e-01,1.276217937469482422e+00
9.486804008483886719e-01,-7.142305374145507812e-03,1.189719200134277344e+00
1.475548982620239258e+00,7.102451324462890625e-01,-1.168133735656738281e+00
1.458035707473754883e+00,-1.379028081893920898e+00,1.727105379104614258e+00
-7.282691001892089844e-01,3.883683681488037109e-01,1.028948307037353516e+00
-8.379294872283935547e-01,1.154170989990234375e+00,1.112468004226684570e+00
-6.295527219772338867e-01,-8.694616556167602539e-01,1.074636936187744141e+00
4.205758571624755859e-01,1.609473705291748047e+00,1.804437160491943359e+00
-1.916444301605224609e-02,-1.718414425849914551e+00,5.190043449401855469e-01
1.390775203704833984e+00,1.765887737274169922e-01,7.089605331420898438e-01
1.697715759277343750e+00,1.709106206893920898e+00,7.603244781494140625e-01
1.919384002685546875e-01,3.903627395629882812e-01,9.167029857635498047e-01
1.155630111694335938e+00,1.857225894927978516e-01,1.701855421066284180e+00
5.167236328125000000e-01,-1.615178108215332031e+00,-1.477369308471679688e+00
